timestamp,open,high,low,close,count,volume,quantity
2019-06-17 19:00:00+00:00,6.97e-06,6.97e-06,6.97e-06,6.97e-06,0,0.0,0.0
2019-06-17 18:00:00+00:00,6.97e-06,6.97e-06,6.97e-06,6.97e-06,0,0.0,0.0
2019-06-17 17:00:00+00:00,6.97e-06,6.97e-06,6.97e-06,6.97e-06,0,0.0,0.0
2019-06-17 16:00:00+00:00,6.97e-06,6.97e-06,6.97e-06,6.97e-06,0,0.0,0.0
2019-06-17 15:00:00+00:00,6.97e-06,6.97e-06,6.97e-06,6.97e-06,0,0.0,0.0
2019-06-17 14:00:00+00:00,6.97e-06,6.97e-06,6.97e-06,6.97e-06,0,0.0,0.0
2019-06-17 13:00:00+00:00,6.97e-06,6.97e-06,6.97e-06,6.97e-06,0,0.0,0.0
2019-06-17 12:00:00+00:00,6.97e-06,6.97e-06,6.97e-06,6.97e-06,57,0.0039729,0.0
2019-06-17 11:00:00+00:00,6.97e-06,6.97e-06,3.35e-06,6.97e-06,81,0.0053971,0.0
2019-06-17 10:00:00+00:00,6.97e-06,6.97e-06,6.97e-06,6.97e-06,78,0.005436600000000001,0.0
2019-06-17 09:00:00+00:00,6.96e-06,6.97e-06,6.96e-06,6.97e-06,77,0.0053606,0.0
2019-06-17 08:00:00+00:00,6.97e-06,6.97e-06,6.96e-06,6.96e-06,78,0.0054332,0.0
2019-06-17 07:00:00+00:00,6.97e-06,6.97e-06,6.97e-06,6.97e-06,77,0.0053669,0.0
2019-06-17 06:00:00+00:00,6.97e-06,6.97e-06,6.97e-06,6.97e-06,78,0.005436600000000001,0.0
2019-06-17 05:00:00+00:00,6.97e-06,6.97e-06,6.97e-06,6.97e-06,77,0.0053669,0.0
2019-06-17 04:00:00+00:00,6.97e-06,6.97e-06,6.97e-06,6.97e-06,78,0.005436600000000001,0.0
2019-06-17 03:00:00+00:00,6.97e-06,6.97e-06,6.97e-06,6.97e-06,78,0.005436600000000001,0.0
2019-06-17 02:00:00+00:00,6.97e-06,6.97e-06,6.97e-06,6.97e-06,77,0.0053669,0.0
2019-06-17 01:00:00+00:00,6.97e-06,6.97e-06,6.97e-06,6.97e-06,78,0.005436600000000001,0.0
2019-06-17 00:00:00+00:00,6.97e-06,6.97e-06,6.97e-06,6.97e-06,78,0.005436600000000001,0.0
2019-06-16 23:00:00+00:00,6.97e-06,6.97e-06,6.97e-06,6.97e-06,77,0.0053669,0.0
2019-06-16 22:00:00+00:00,6.97e-06,6.97e-06,6.97e-06,6.97e-06,78,0.005436600000000001,0.0
2019-06-16 21:00:00+00:00,6.97e-06,6.97e-06,6.96e-06,6.97e-06,78,0.0054364,0.0
2019-06-16 20:00:00+00:00,6.97e-06,6.97e-06,6.97e-06,6.97e-06,77,0.0053669,0.0
2019-06-16 19:00:00+00:00,6.97e-06,6.97e-06,6.97e-06,6.97e-06,78,0.005436600000000001,0.0
2019-06-16 18:00:00+00:00,6.97e-06,6.97e-06,6.97e-06,6.97e-06,77,0.0053669,0.0
2019-06-16 17:00:00+00:00,6.97e-06,6.97e-06,6.97e-06,6.97e-06,78,0.005436600000000001,0.0
2019-06-16 16:00:00+00:00,6.97e-06,6.97e-06,6.97e-06,6.97e-06,78,0.005436600000000001,0.0
2019-06-16 15:00:00+00:00,4.86e-06,6.99e-06,4.86e-06,6.97e-06,77,0.0051822,0.0
2019-06-16 14:00:00+00:00,4.86e-06,4.86e-06,4.85e-06,4.86e-06,78,0.0037906,0.0
2019-06-16 13:00:00+00:00,4.86e-06,4.86e-06,4.86e-06,4.86e-06,77,0.0037421999999999998,0.0
2019-06-16 12:00:00+00:00,4.86e-06,4.86e-06,4.86e-06,4.86e-06,78,0.0037908,0.0
2019-06-16 11:00:00+00:00,4.86e-06,4.86e-06,4.86e-06,4.86e-06,77,0.0037421999999999998,0.0
2019-06-16 10:00:00+00:00,4.62e-06,4.86e-06,4.62e-06,4.86e-06,79,0.00693342,0.0
2019-06-16 09:00:00+00:00,4.57e-06,4.62e-06,4.57e-06,4.62e-06,33,0.0015245999999999999,0.0
2019-06-16 08:00:00+00:00,4.57e-06,4.57e-06,4.57e-06,4.57e-06,0,0.0,0.0
2019-06-16 07:00:00+00:00,4.57e-06,4.57e-06,4.57e-06,4.57e-06,0,0.0,0.0
2019-06-16 06:00:00+00:00,4.57e-06,4.57e-06,4.57e-06,4.57e-06,0,0.0,0.0
2019-06-16 05:00:00+00:00,4.57e-06,4.57e-06,4.57e-06,4.57e-06,0,0.0,0.0
2019-06-16 04:00:00+00:00,4.57e-06,4.57e-06,4.57e-06,4.57e-06,0,0.0,0.0
2019-06-16 03:00:00+00:00,4.57e-06,4.57e-06,4.57e-06,4.57e-06,0,0.0,0.0
2019-06-16 02:00:00+00:00,4.57e-06,4.57e-06,4.57e-06,4.57e-06,0,0.0,0.0
2019-06-16 01:00:00+00:00,4.57e-06,4.57e-06,4.57e-06,4.57e-06,0,0.0,0.0
2019-06-16 00:00:00+00:00,4.57e-06,4.57e-06,4.57e-06,4.57e-06,0,0.0,0.0
2019-06-15 23:00:00+00:00,4.57e-06,4.57e-06,4.57e-06,4.57e-06,0,0.0,0.0
2019-06-15 22:00:00+00:00,4.57e-06,4.57e-06,4.57e-06,4.57e-06,0,0.0,0.0
2019-06-15 21:00:00+00:00,4.57e-06,4.57e-06,4.57e-06,4.57e-06,0,0.0,0.0
2019-06-15 20:00:00+00:00,4.57e-06,4.57e-06,4.57e-06,4.57e-06,0,0.0,0.0
2019-06-15 19:00:00+00:00,4.57e-06,4.57e-06,4.57e-06,4.57e-06,0,0.0,0.0
2019-06-15 18:00:00+00:00,4.57e-06,4.57e-06,4.57e-06,4.57e-06,0,0.0,0.0
2019-06-15 17:00:00+00:00,4.57e-06,4.57e-06,4.57e-06,4.57e-06,0,0.0,0.0
2019-06-15 16:00:00+00:00,4.57e-06,4.57e-06,4.57e-06,4.57e-06,0,0.0,0.0
2019-06-15 15:00:00+00:00,4.57e-06,4.57e-06,4.57e-06,4.57e-06,0,0.0,0.0
2019-06-15 14:00:00+00:00,4.57e-06,4.57e-06,4.57e-06,4.57e-06,0,0.0,0.0
2019-06-15 13:00:00+00:00,4.57e-06,4.57e-06,4.57e-06,4.57e-06,0,0.0,0.0
2019-06-15 12:00:00+00:00,4.57e-06,4.57e-06,4.57e-06,4.57e-06,0,0.0,0.0
2019-06-15 11:00:00+00:00,4.57e-06,4.57e-06,4.57e-06,4.57e-06,0,0.0,0.0
2019-06-15 10:00:00+00:00,4.57e-06,4.57e-06,4.57e-06,4.57e-06,0,0.0,0.0
2019-06-15 09:00:00+00:00,4.57e-06,4.57e-06,4.57e-06,4.57e-06,0,0.0,0.0
2019-06-15 08:00:00+00:00,4.57e-06,4.57e-06,4.57e-06,4.57e-06,0,0.0,0.0
2019-06-15 07:00:00+00:00,4.57e-06,4.57e-06,4.57e-06,4.57e-06,0,0.0,0.0
2019-06-15 06:00:00+00:00,4.57e-06,4.57e-06,4.57e-06,4.57e-06,0,0.0,0.0
2019-06-15 05:00:00+00:00,4.57e-06,4.57e-06,4.57e-06,4.57e-06,0,0.0,0.0
2019-06-15 04:00:00+00:00,4.57e-06,4.57e-06,4.57e-06,4.57e-06,0,0.0,0.0
2019-06-15 03:00:00+00:00,4.57e-06,4.57e-06,4.57e-06,4.57e-06,0,0.0,0.0
2019-06-15 02:00:00+00:00,4.57e-06,4.57e-06,4.57e-06,4.57e-06,0,0.0,0.0
2019-06-15 01:00:00+00:00,4.57e-06,4.57e-06,4.57e-06,4.57e-06,0,0.0,0.0
2019-06-15 00:00:00+00:00,4.57e-06,4.57e-06,4.57e-06,4.57e-06,0,0.0,0.0
2019-06-14 23:00:00+00:00,4.57e-06,4.57e-06,4.57e-06,4.57e-06,0,0.0,0.0
2019-06-14 22:00:00+00:00,4.57e-06,4.57e-06,4.57e-06,4.57e-06,0,0.0,0.0
2019-06-14 21:00:00+00:00,4.57e-06,4.57e-06,4.57e-06,4.57e-06,0,0.0,0.0
2019-06-14 20:00:00+00:00,4.57e-06,4.57e-06,4.57e-06,4.57e-06,0,0.0,0.0
2019-06-14 19:00:00+00:00,4.57e-06,4.57e-06,4.57e-06,4.57e-06,0,0.0,0.0
2019-06-14 18:00:00+00:00,4.57e-06,4.57e-06,4.57e-06,4.57e-06,0,0.0,0.0
2019-06-14 17:00:00+00:00,4e-06,4.57e-06,4e-06,4.57e-06,1,0.0012935162094594,0.0
2019-06-14 16:00:00+00:00,4e-06,4e-06,4e-06,4e-06,0,0.0,0.0
2019-06-14 15:00:00+00:00,4e-06,4e-06,4e-06,4e-06,0,0.0,0.0
2019-06-14 14:00:00+00:00,4e-06,4e-06,4e-06,4e-06,0,0.0,0.0
2019-06-14 13:00:00+00:00,4e-06,4e-06,4e-06,4e-06,0,0.0,0.0
2019-06-14 12:00:00+00:00,4e-06,4e-06,4e-06,4e-06,0,0.0,0.0
2019-06-14 11:00:00+00:00,4e-06,4e-06,4e-06,4e-06,0,0.0,0.0
2019-06-14 10:00:00+00:00,4e-06,4e-06,4e-06,4e-06,0,0.0,0.0
2019-06-14 09:00:00+00:00,4e-06,4e-06,4e-06,4e-06,0,0.0,0.0
2019-06-14 08:00:00+00:00,4.58e-06,4.58e-06,4e-06,4e-06,1,0.00116589526184,0.0
2019-06-14 07:00:00+00:00,4.58e-06,4.58e-06,4.58e-06,4.58e-06,0,0.0,0.0
2019-06-14 06:00:00+00:00,4.58e-06,4.58e-06,4.58e-06,4.58e-06,0,0.0,0.0
2019-06-14 05:00:00+00:00,4.58e-06,4.58e-06,4.58e-06,4.58e-06,0,0.0,0.0
2019-06-14 04:00:00+00:00,4.58e-06,4.58e-06,4.58e-06,4.58e-06,0,0.0,0.0
2019-06-14 03:00:00+00:00,4.58e-06,4.58e-06,4.58e-06,4.58e-06,0,0.0,0.0
2019-06-14 02:00:00+00:00,4.58e-06,4.58e-06,4.58e-06,4.58e-06,0,0.0,0.0
2019-06-14 01:00:00+00:00,4.58e-06,4.58e-06,4.58e-06,4.58e-06,0,0.0,0.0
2019-06-14 00:00:00+00:00,4.58e-06,4.58e-06,4.58e-06,4.58e-06,0,0.0,0.0
2019-06-13 23:00:00+00:00,4.58e-06,4.58e-06,4.58e-06,4.58e-06,0,0.0,0.0
2019-06-13 22:00:00+00:00,4.58e-06,4.58e-06,4.58e-06,4.58e-06,0,0.0,0.0
2019-06-13 21:00:00+00:00,4.58e-06,4.58e-06,4.58e-06,4.58e-06,0,0.0,0.0
2019-06-13 20:00:00+00:00,4.58e-06,4.58e-06,4.58e-06,4.58e-06,0,0.0,0.0
2019-06-13 19:00:00+00:00,4.58e-06,4.58e-06,4.58e-06,4.58e-06,0,0.0,0.0
2019-06-13 18:00:00+00:00,4.58e-06,4.58e-06,4.58e-06,4.58e-06,0,0.0,0.0
2019-06-13 17:00:00+00:00,4.04e-06,4.58e-06,4.04e-06,4.58e-06,1,3.79152119648e-05,0.0
2019-06-13 16:00:00+00:00,4.04e-06,4.04e-06,4.04e-06,4.04e-06,0,0.0,0.0
2019-06-13 15:00:00+00:00,4.56e-06,4.56e-06,4.04e-06,4.04e-06,1,0.0012128079800424,0.0
2019-06-13 14:00:00+00:00,4.56e-06,4.56e-06,4.56e-06,4.56e-06,0,0.0,0.0
2019-06-13 13:00:00+00:00,4.56e-06,4.56e-06,4.56e-06,4.56e-06,0,0.0,0.0
2019-06-13 12:00:00+00:00,4.57e-06,4.57e-06,4.56e-06,4.56e-06,14,0.0006393,0.0
2019-06-13 11:00:00+00:00,4.57e-06,4.57e-06,4.57e-06,4.57e-06,77,0.0035189,0.0
2019-06-13 10:00:00+00:00,4.57e-06,4.57e-06,4.57e-06,4.57e-06,78,0.0035646000000000002,0.0
2019-06-13 09:00:00+00:00,4.57e-06,4.57e-06,4.57e-06,4.57e-06,77,0.0035189,0.0
2019-06-13 08:00:00+00:00,4.57e-06,4.57e-06,4.57e-06,4.57e-06,78,0.0035646000000000002,0.0
2019-06-13 07:00:00+00:00,4.57e-06,4.57e-06,4.57e-06,4.57e-06,77,0.0035189,0.0
2019-06-13 06:00:00+00:00,3.6e-06,4.57e-06,4.57e-06,4.57e-06,78,0.0035646000000000002,0.0
2019-06-13 05:00:00+00:00,4.57e-06,4.57e-06,3.6e-06,3.6e-06,79,0.0035826,0.0
2019-06-13 04:00:00+00:00,4.57e-06,4.57e-06,4.57e-06,4.57e-06,77,0.0035189,0.0
2019-06-13 03:00:00+00:00,4.57e-06,4.57e-06,4.57e-06,4.57e-06,78,0.0035646000000000002,0.0
